speaker,text,dialogtype,quest_displayname,quest_name,questfile,speaker_unit,unitfile,raw_text
Zeraphi,Did you investigate the Ancient Vaults of Chaos?  Did you find anything there that might help you rescue the Guardian ... or help us hold off the Ezrohir?,passive,,A2-after-Djinni_second_task_complete,QUESTS/ACT2PASSIVES/A2-AFTER-DJINNI_SECOND_TASK_COMPLETE.DAT,A2-ZERAPHI-M4,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-M4.DAT,Did you investigate the Ancient Vaults of Chaos?  Did you find anything there that might help you rescue the Guardian ... or help us hold off the Ezrohir?
Guardian Of Air,"If the Alchemist is doing all of the planning for the Ezrohir, he may be stalling until I leave the city ... whereupon he will surely arrange to ambush me.",passive,,A2-after-Djinni_second_task_complete,QUESTS/ACT2PASSIVES/A2-AFTER-DJINNI_SECOND_TASK_COMPLETE.DAT,GUARDIANOFAIR,MEDIA/UNITS/MONSTERS/NPC/GUARDIANOFAIR.DAT,"If the Alchemist is doing all of the planning for the Ezrohir, he may be stalling until I leave the city ... whereupon he will surely arrange to ambush me."
Zeraphi Guard,What a strange set of tasks for the djinni to assign you.  He's up to something; he's got ulterior motives in all of this.,passive,,A2-after-Djinni_second_task_complete,QUESTS/ACT2PASSIVES/A2-AFTER-DJINNI_SECOND_TASK_COMPLETE.DAT,A2-ZERAPHI-GUARD-TOWN-ZONE1-GATE,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-GUARD-TOWN-ZONE1-GATE.DAT,What a strange set of tasks for the djinni to assign you.  He's up to something; he's got ulterior motives in all of this.
Zeraphi Guard,There have been strange lights coming from the direction of the Salt Barrens.  Did the djinni have something to do with that?,passive,,A2-after-Djinni_second_task_complete,QUESTS/ACT2PASSIVES/A2-AFTER-DJINNI_SECOND_TASK_COMPLETE.DAT,A2-ZERAPHI-GUARD-TOWN-PASS1-GATE,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-GUARD-TOWN-PASS1-GATE.DAT,There have been strange lights coming from the direction of the Salt Barrens.  Did the djinni have something to do with that?
Olwin the Betrayed,"It seems I have not yet earned my eternal rest.  Your part in my story is done, though, and, if my gratitude means anything to you, you have it.",passive,,A2-after-Djinni_second_task_complete,QUESTS/ACT2PASSIVES/A2-AFTER-DJINNI_SECOND_TASK_COMPLETE.DAT,A2-BOAT_GHOST,MEDIA/UNITS/MONSTERS/QUESTUNITS/ACT 2/A2-BOAT_GHOST.DAT,"It seems I have not yet earned my eternal rest.  Your part in my story is done, though, and, if my gratitude means anything to you, you have it."
Nerasis,"Just because this mana rift didn't pan out, that doesn't mean there's not another one on my surveys that might work much, much better!  It's just going to take a while to determine which mana rift is the best bet.",passive,,A2-after-Djinni_second_task_complete,QUESTS/ACT2PASSIVES/A2-AFTER-DJINNI_SECOND_TASK_COMPLETE.DAT,SURVEYOR,MEDIA/UNITS/MONSTERS/QUESTUNITS/SURVEYOR.DAT,"Just because this mana rift didn't pan out, that doesn't mean there's not another one on my surveys that might work much, much better!  It's just going to take a while to determine which mana rift is the best bet."
Dilawar,"Thank you again, my friend.  When we've recovered from our injuries, we'll retrieve our companions from the Undercurrents and return to help defend Zeryphesh.",passive,,A2-after-Djinni_second_task_complete,QUESTS/ACT2PASSIVES/A2-AFTER-DJINNI_SECOND_TASK_COMPLETE.DAT,A2-DILAWAR,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-DILAWAR.DAT,"Thank you again, my friend.  When we've recovered from our injuries, we'll retrieve our companions from the Undercurrents and return to help defend Zeryphesh."
Wounded Zeraphi,"You've given us a fighting chance, hero.  Thank you.",passive,,A2-after-Djinni_second_task_complete,QUESTS/ACT2PASSIVES/A2-AFTER-DJINNI_SECOND_TASK_COMPLETE.DAT,A2-ZERAPHI-COMMANDO,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-COMMANDO.DAT,"You've given us a fighting chance, hero.  Thank you."
Zeraphi,The siege will begin soon.  I hope we're ready for it.,passive,,A2-after-Djinni_second_task_complete,QUESTS/ACT2PASSIVES/A2-AFTER-DJINNI_SECOND_TASK_COMPLETE.DAT,A2-ZERAPHI-M1-TOWN,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-M1-TOWN.DAT,The siege will begin soon.  I hope we're ready for it.
Muzaffar,"Now that you have defeated the Ezrohir sorcerer in the tower, Zeryphesh is a great deal safer.  We still have to prepare ourselves for the coming siege ... but you've made that task a lot easier!",passive,,A2-after-Djinni_second_task_complete,QUESTS/ACT2PASSIVES/A2-AFTER-DJINNI_SECOND_TASK_COMPLETE.DAT,A2-MUZAFFAR,MEDIA/UNITS/MONSTERS/QUESTUNITS/ZONE2/A2-MUZAFFAR.DAT,"Now that you have defeated the Ezrohir sorcerer in the tower, Zeryphesh is a great deal safer.  We still have to prepare ourselves for the coming siege ... but you've made that task a lot easier!"
Mashal,"Now that the Crab King is gone, the crabs should disperse, as well.  The Zeraphi will recover the weapons the Crab King gathered, and dispose of them safely.  At the very least, the Ezrohir won't be using them against Zeryphesh.",passive,,A2-after-Djinni_second_task_complete,QUESTS/ACT2PASSIVES/A2-AFTER-DJINNI_SECOND_TASK_COMPLETE.DAT,A2-ZERAPHI-SCOUT,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-SCOUT.DAT,"Now that the Crab King is gone, the crabs should disperse, as well.  The Zeraphi will recover the weapons the Crab King gathered, and dispose of them safely.  At the very least, the Ezrohir won't be using them against Zeryphesh."
Railman Charge,"I knew that boiler was dodgy!  I can fix it, but it'll take time ...",passive,,a2-after_vanquisher_send,QUESTS/ACT2PASSIVES/A2-AFTER_VANQUISHER_SEND.DAT,RAILMAN_CHARGE,MEDIA/UNITS/MONSTERS/RAILMANCHARGE/RAILMAN_CHARGE.DAT,"I knew that boiler was dodgy!  I can fix it, but it'll take time ..."
Zeraphi,"I am confident that, should it come to war, the Guardians will be more than able to defend the city.",passive,,a2-after_vanquisher_send,QUESTS/ACT2PASSIVES/A2-AFTER_VANQUISHER_SEND.DAT,A2-ZERAPHI-F1_TOWN,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-F1_TOWN.DAT,"I am confident that, should it come to war, the Guardians will be more than able to defend the city."
Zeraphi,I've heard that the Ezrohir are massing by the Forsaken Gate.  I wonder how they got past the Sphinx?,passive,,a2-after_vanquisher_send,QUESTS/ACT2PASSIVES/A2-AFTER_VANQUISHER_SEND.DAT,A2-ZERAPHI-F2-TOWN,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-F2-TOWN.DAT,I've heard that the Ezrohir are massing by the Forsaken Gate.  I wonder how they got past the Sphinx?
Zeraphi Guard,"The Guardian of Air will be able to provide us some support, but only inside the city walls.  If it should fall while flying outside, we won't be able to reach it for a rescue.",passive,,a2-after_vanquisher_send,QUESTS/ACT2PASSIVES/A2-AFTER_VANQUISHER_SEND.DAT,A2-ZERAPHI-GUARD-TOWN,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-GUARD-TOWN.DAT,"The Guardian of Air will be able to provide us some support, but only inside the city walls.  If it should fall while flying outside, we won't be able to reach it for a rescue."
Zeraphi,"Zeryphesh is my home.  If it's destroyed by the Alchemist and the Ezrohir, I will die with it.",passive,,a2-after_vanquisher_send,QUESTS/ACT2PASSIVES/A2-AFTER_VANQUISHER_SEND.DAT,A2-ZERAPHI-M3,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-M3.DAT,"Zeryphesh is my home.  If it's destroyed by the Alchemist and the Ezrohir, I will die with it."
Zeraphi,"I'm actually rather surprised the Ezrohir have been able to move about the Ossean Wastes at all, with the Manticore making its lair out there, in the Stygian Aerie.",passive,,a2-after_vanquisher_send,QUESTS/ACT2PASSIVES/A2-AFTER_VANQUISHER_SEND.DAT,A2-ZERAPHI-M4,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-M4.DAT,"I'm actually rather surprised the Ezrohir have been able to move about the Ossean Wastes at all, with the Manticore making its lair out there, in the Stygian Aerie."
Muzaffar,"Now that you have defeated the Ezrohir sorcerer in the tower, Zeryphesh is a great deal safer.  We still have to prepare ourselves for the coming siege ... but you've made that task a lot easier!",passive,,a2-after_vanquisher_send,QUESTS/ACT2PASSIVES/A2-AFTER_VANQUISHER_SEND.DAT,A2-MUZAFFAR,MEDIA/UNITS/MONSTERS/QUESTUNITS/ZONE2/A2-MUZAFFAR.DAT,"Now that you have defeated the Ezrohir sorcerer in the tower, Zeryphesh is a great deal safer.  We still have to prepare ourselves for the coming siege ... but you've made that task a lot easier!"
Zeraphi Guard,"The Guardian of Air has ordered the gate to the Empty Quarter sealed.  If the Guardian gives you leave, then I can allow you to pass.",passive,,a2-after_vanquisher_send,QUESTS/ACT2PASSIVES/A2-AFTER_VANQUISHER_SEND.DAT,A2-ZERAPHI-GUARD-TOWN-PASS1-GATE,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-GUARD-TOWN-PASS1-GATE.DAT,"The Guardian of Air has ordered the gate to the Empty Quarter sealed.  If the Guardian gives you leave, then I can allow you to pass."
Zeraphi Guard,"If you haven't yet spoken to the Guardian of Air, I must caution you:  The Ossean Wastes are not safe during this siege.  If you get into trouble, we cannot send a rescue party.",passive,,a2-after_vanquisher_send,QUESTS/ACT2PASSIVES/A2-AFTER_VANQUISHER_SEND.DAT,A2-ZERAPHI-GUARD-TOWN-ZONE1-GATE,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-GUARD-TOWN-ZONE1-GATE.DAT,"If you haven't yet spoken to the Guardian of Air, I must caution you:  The Ossean Wastes are not safe during this siege.  If you get into trouble, we cannot send a rescue party."
Olwin the Betrayed,"It seems I have not yet earned my eternal rest.  Your part in my story is done, though, and, if my gratitude means anything to you, you have it.",passive,,a2-after_vanquisher_send,QUESTS/ACT2PASSIVES/A2-AFTER_VANQUISHER_SEND.DAT,A2-BOAT_GHOST,MEDIA/UNITS/MONSTERS/QUESTUNITS/ACT 2/A2-BOAT_GHOST.DAT,"It seems I have not yet earned my eternal rest.  Your part in my story is done, though, and, if my gratitude means anything to you, you have it."
Nerasis,"Just because this mana rift didn't pan out, that doesn't mean there's not another one on my surveys that might work much, much better!  It's just going to take a while to determine which mana rift is the best bet.",passive,,a2-after_vanquisher_send,QUESTS/ACT2PASSIVES/A2-AFTER_VANQUISHER_SEND.DAT,SURVEYOR,MEDIA/UNITS/MONSTERS/QUESTUNITS/SURVEYOR.DAT,"Just because this mana rift didn't pan out, that doesn't mean there's not another one on my surveys that might work much, much better!  It's just going to take a while to determine which mana rift is the best bet."
Dilawar,"Thank you again, my friend.  When we've recovered from our injuries, we'll retrieve our companions from the Undercurrents and return to help defend Zeryphesh.",passive,,a2-after_vanquisher_send,QUESTS/ACT2PASSIVES/A2-AFTER_VANQUISHER_SEND.DAT,A2-DILAWAR,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-DILAWAR.DAT,"Thank you again, my friend.  When we've recovered from our injuries, we'll retrieve our companions from the Undercurrents and return to help defend Zeryphesh."
Wounded Zeraphi,"You've given us a fighting chance, hero.  Thank you.",passive,,a2-after_vanquisher_send,QUESTS/ACT2PASSIVES/A2-AFTER_VANQUISHER_SEND.DAT,A2-ZERAPHI-COMMANDO,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-COMMANDO.DAT,"You've given us a fighting chance, hero.  Thank you."
Zeraphi,Do you think there's a connection between that business with the Guardians in Estheria and the Ezrohir suddenly deciding to attack us again?,passive,,a2-after_vanquisher_send,QUESTS/ACT2PASSIVES/A2-AFTER_VANQUISHER_SEND.DAT,A2-ZERAPHI-M1-TOWN,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-M1-TOWN.DAT,Do you think there's a connection between that business with the Guardians in Estheria and the Ezrohir suddenly deciding to attack us again?
Destroyer,"I'd heard you were headed down to Zeryphesh, to look for the Alchemist.  What are you doing back here?",passive,,a2-after_vanquisher_send,QUESTS/ACT2PASSIVES/A2-AFTER_VANQUISHER_SEND.DAT,DESTROYERNPC,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/DESTROYERNPC.DAT,"I'd heard you were headed down to Zeryphesh, to look for the Alchemist.  What are you doing back here?"
Commander Vale,Weren't you going to Zeryphesh?  Is the Alchemist not there?,passive,,a2-after_vanquisher_send,QUESTS/ACT2PASSIVES/A2-AFTER_VANQUISHER_SEND.DAT,VANQUISHERNPC,MEDIA/UNITS/MONSTERS/NPC/VANQUISHERNPC.DAT,Weren't you going to Zeryphesh?  Is the Alchemist not there?
Jadok,"I am deeply troubled by those notes you found in the Icedeep Caverns.  I have notified the Enclave that I will remain here, to guard the caves, and prevent any of the Alchemist's notes and paraphernalia from being lost.",passive,,a2-after_vanquisher_send,QUESTS/ACT2PASSIVES/A2-AFTER_VANQUISHER_SEND.DAT,A1-JADOK-ICEDEEP-TAKINGNOTES,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A1-JADOK-ICEDEEP-TAKINGNOTES.DAT,"I am deeply troubled by those notes you found in the Icedeep Caverns.  I have notified the Enclave that I will remain here, to guard the caves, and prevent any of the Alchemist's notes and paraphernalia from being lost."
Vanquisher Guard,"I contacted the Commander, and she's sending a team to secure the caverns until we can do a more thorough sweep of the place.  If we find anything that might help with the Alchemist, we'll send word.",passive,,a2-after_vanquisher_send,QUESTS/ACT2PASSIVES/A2-AFTER_VANQUISHER_SEND.DAT,A1-Z2-VANQUISHER_MALE,MEDIA/UNITS/MONSTERS/QUESTUNITS/INNNPCS/A1-Z2-VANQUISHER_MALE.DAT,"I contacted the Commander, and she's sending a team to secure the caverns until we can do a more thorough sweep of the place.  If we find anything that might help with the Alchemist, we'll send word."
Railman Charge,"I can help, but I need more time to finish repairs.  Can you buy me half a day?  Maybe a little more?",passive,,A2-after-Djinni_2nd_task,QUESTS/ACT2PASSIVES/A2-AFTER-DJINNI_2ND_TASK.DAT,RAILMAN_CHARGE,MEDIA/UNITS/MONSTERS/RAILMANCHARGE/RAILMAN_CHARGE.DAT,"I can help, but I need more time to finish repairs.  Can you buy me half a day?  Maybe a little more?"
Zeraphi,Why can't Fazeer Shah just open a portal into the heart of Riftkeep?  You could rescue the Guardian of Mana and be out before the Ezrohir knew you were there!,passive,,A2-after-Djinni_2nd_task,QUESTS/ACT2PASSIVES/A2-AFTER-DJINNI_2ND_TASK.DAT,A2-ZERAPHI-F1_TOWN,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-F1_TOWN.DAT,Why can't Fazeer Shah just open a portal into the heart of Riftkeep?  You could rescue the Guardian of Mana and be out before the Ezrohir knew you were there!
Zeraphi,"The djinn aren't like humans, or Zeraphi, or even the Guardians.  Theirs is an ancient magic, that doesn't follow any understood rules of alchemy or elementalism.",passive,,A2-after-Djinni_2nd_task,QUESTS/ACT2PASSIVES/A2-AFTER-DJINNI_2ND_TASK.DAT,A2-ZERAPHI-F2-TOWN,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-F2-TOWN.DAT,"The djinn aren't like humans, or Zeraphi, or even the Guardians.  Theirs is an ancient magic, that doesn't follow any understood rules of alchemy or elementalism."
Zeraphi Guard,"The Salt Barrens used to be a harbor town, until Fazeer Shah and Ezrek Khan started fighting.  Remember that, if you ever start thinking that either of those djinn are on your side.",passive,,A2-after-Djinni_2nd_task,QUESTS/ACT2PASSIVES/A2-AFTER-DJINNI_2ND_TASK.DAT,A2-ZERAPHI-GUARD-TOWN,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-GUARD-TOWN.DAT,"The Salt Barrens used to be a harbor town, until Fazeer Shah and Ezrek Khan started fighting.  Remember that, if you ever start thinking that either of those djinn are on your side."
Zeraphi,"It's very brave of you to face the challenges of the djinni, on our behalf.",passive,,A2-after-Djinni_2nd_task,QUESTS/ACT2PASSIVES/A2-AFTER-DJINNI_2ND_TASK.DAT,A2-ZERAPHI-M3,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-M3.DAT,"It's very brave of you to face the challenges of the djinni, on our behalf."
Zeraphi,Did you investigate the Ancient Vaults of Chaos?  Did you find anything there that might help you rescue the Guardian ... or help us hold off the Ezrohir?,passive,,A2-after-Djinni_2nd_task,QUESTS/ACT2PASSIVES/A2-AFTER-DJINNI_2ND_TASK.DAT,A2-ZERAPHI-M4,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-M4.DAT,Did you investigate the Ancient Vaults of Chaos?  Did you find anything there that might help you rescue the Guardian ... or help us hold off the Ezrohir?
Guardian Of Air,"Enslaved to the Ezrohir, the Guardian of Mana is a potent weapon.  We must do whatever it takes to release her from their control.",passive,,A2-after-Djinni_2nd_task,QUESTS/ACT2PASSIVES/A2-AFTER-DJINNI_2ND_TASK.DAT,GUARDIANOFAIR,MEDIA/UNITS/MONSTERS/NPC/GUARDIANOFAIR.DAT,"Enslaved to the Ezrohir, the Guardian of Mana is a potent weapon.  We must do whatever it takes to release her from their control."
Zeraphi Guard,Fazeer Shah sent you to wipe out the Tu'tara?  I don't understand.  Why would he do that?,passive,,A2-after-Djinni_2nd_task,QUESTS/ACT2PASSIVES/A2-AFTER-DJINNI_2ND_TASK.DAT,A2-ZERAPHI-GUARD-TOWN-ZONE1-GATE,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-GUARD-TOWN-ZONE1-GATE.DAT,Fazeer Shah sent you to wipe out the Tu'tara?  I don't understand.  Why would he do that?
Zeraphi Guard,"You were in some sort of Nether-version of the Empty Quarter?  That's … unsettling, because there was a strange, cold wind blowing out of the Empty Quarter while you were gone.",passive,,A2-after-Djinni_2nd_task,QUESTS/ACT2PASSIVES/A2-AFTER-DJINNI_2ND_TASK.DAT,A2-ZERAPHI-GUARD-TOWN-PASS1-GATE,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-ZERAPHI-GUARD-TOWN-PASS1-GATE.DAT,"You were in some sort of Nether-version of the Empty Quarter?  That's … unsettling, because there was a strange, cold wind blowing out of the Empty Quarter while you were gone."
Olwin the Betrayed,"It seems I have not yet earned my eternal rest.  Your part in my story is done, though, and, if my gratitude means anything to you, you have it.",passive,,A2-after-Djinni_2nd_task,QUESTS/ACT2PASSIVES/A2-AFTER-DJINNI_2ND_TASK.DAT,A2-BOAT_GHOST,MEDIA/UNITS/MONSTERS/QUESTUNITS/ACT 2/A2-BOAT_GHOST.DAT,"It seems I have not yet earned my eternal rest.  Your part in my story is done, though, and, if my gratitude means anything to you, you have it."
