and000im_gft_amulet             Tevinter Chantry Amulet
gencr_qunari_archer             Ashaad
gencr_qunari_arishock           Arishok
gencr_qunari_captain            Sten
gencr_qunari_maskless_thral     Saarebas
gencr_qunari_thrall_mage        Saarebas
gencr_qunari_warrior            Karashok
gencr_rage_demon                Rage Demon
gencr_raider_2w                 Raider
gencr_raider_2w_f               Raider
gencr_raider_archer             Raider Archer
gencr_raider_archer_f           Raider Archer
gencr_raider_assassin           Raider Assassin
gencr_raider_reaver             Raider Reaver
gencr_raider_reaver_f           Raider Reaver
gencr_raider_ws                 Raider
gencr_raider_ws_f               Raider
gencr_revenant                  Revenant
gencr_rock_wraith               Ancient Rock Wraith
gencr_rubble_golem_a            Profane
gencr_rubble_golem_b            Profane
gencr_shade                     Shade
gencr_slaver_2h                 Slaver
gencr_slaver_2h_f               Slaver
gencr_slaver_2w                 Slaver
gencr_slaver_2w_f               Slaver
gencr_slaver_mage               Slaver Mage
gencr_slaver_ws                 Slaver
gencr_slaver_ws_f               Slaver
gencr_spider_corrupted          Corrupted Spider
gencr_spider_deeproads          Monstrous Spider
gencr_spider_giant              Giant Spider
gencr_spider_monstrous          Monstrous Spider
gencr_spider_poison             Poisonous Spider
gencr_stone_golem               Stone Golem
gencr_stone_golem_statue        Stone Golem
gencr_street_thug_2h            Street Thug
gencr_street_thug_2h_f          Street Thug
gencr_street_thug_2w            Street Thug
gencr_street_thug_2w_f          Street Thug
gencr_strider                   Varterral
gencr_talvashoth_archer         Tal-Vashoth
gencr_talvashoth_captain        Tal-Vashoth Officer
gencr_talvashoth_mage           Tal-Vashoth Saarebas
gencr_talvashoth_warrior        Tal-Vashoth
gencr_templar                   Templar
gencr_templar_archer            Templar Archer
gencr_templar_archer_f          Templar Archer
gencr_templar_captain           Templar Lieutenant
gencr_templar_f                 Templar
gencr_templar_hunter            Templar Hunter
gencr_templar_meredith          Meredith
gencr_trap_explosives_1         Explosives
gencr_trap_explosives_2         Explosives
gencr_trap_explosives_3         Explosives
gencr_trap_explosives_4         Explosives
gencr_virvle_mage_f             Mage
gencr_virvle_mage_m             Mage
genip_altar                     Altar
genip_armoire                   Armoire
genip_ballista                  Ballista
genip_barrel                    Barrel
genip_bear_trap                 Bear Trap
genip_bedroll                   Bedroll
genip_blocker_wide_info         Barrier
genip_bones_pile_1              Pile of Bones
genip_bones_pile_2              Pile of Bones
genip_bones_pile_3              Pile of Bones
genip_bookshelf                 Bookshelf
genip_book_1                    Book
genip_book_2                    Book
genip_bottle                    Bottle
genip_bucket                    Bucket
genip_cage                      Cage
genip_candle                    Candle
genip_candles                   Candles
genip_chest_fancy               Chest
genip_chest_normal1             Chest
genip_chest_normal2             Chest
genip_cleaning_brush            Cleaning Brush
genip_control_rod               Control Rod
genip_corpse1                   Corpse
genip_corpse2                   Corpse
genip_corpse3                   Corpse
genip_cot                       Cot
genip_crate                     Crate
genip_crate_1                   Crate
genip_crate_2                   Crate
genip_crate_3                   Crate
genip_cup                       Cup
genip_dagger                    Dagger
genip_door_black                Door
genip_door_cave                 Door
genip_door_dwarven_normal       Door
genip_door_gallowin_normal      Door
genip_door_highin_chantry       Door
genip_door_highin_keep          Door
genip_door_highin_normal        Door
genip_door_highxt_gate          Gate
genip_door_lowin_industrial     Door
genip_door_lowin_residence      Door
genip_door_lowxt_gate           Gate
genip_enchantments              Enchantment Apparatus
genip_exploding_barrel          Barrel
genip_flower                    Flower
genip_hammer                    Hammer
genip_inkwell                   Ink Well
genip_jug                       Jug
genip_ladder                    Ladder
genip_lever                     Lever
genip_mallet                    Mallet
genip_mug                       Mug
genip_node_a1                   Bitter Elfroot
genip_node_a2                   Gossamer Elfroot
genip_node_a3                   Royal Elfroot
genip_node_b1                   Common Spindleweed
genip_node_b2                   Dwarf's Spindleweed
genip_node_c1                   Salubrious Embrium
genip_node_c2                   Dark Embrium
genip_node_d1                   Ambrosia
genip_node_e1                   Blightcap Mushroom
genip_node_e2                   Ghoul's Mushroom
genip_node_e3                   Brimstone Mushroom
genip_node_f1                   Arcanist Deathroot
genip_node_f2                   Lunatic's Deathroot
genip_node_g1                   Volatile Glitterdust
genip_node_g2                   Tainted Glitterdust
genip_node_h1                   Felandaris
genip_node_i1                   Refined Lyrium
genip_node_i2                   Raw Lyrium
genip_node_i3                   Corrupted Lyrium
genip_node_j1                   Silverite Ore
genip_node_j2                   Pale Silverite
genip_node_k1                   Deep Orichalcum
genip_node_k2                   Crystalline Orichalcum
genip_node_l1                   Dragon's Blood
genip_party_storage             Storage
genip_pickaxe                   Pickaxe
genip_pp_cav_one_shot           Trap
genip_pp_cav_standing           Release Trap
genip_pp_cav_sustained          Sustained Trap
genip_pp_drk_one_shot           Trap
genip_pp_drk_standing           Release Trap
genip_pp_drk_sustained          Sustained Trap
genip_pp_dr_one_shot            Trap
genip_pp_dr_standing            Release Trap
genip_pp_dr_sustained           Sustained Trap
genip_pp_gle_one_shot           Trap
genip_pp_gle_standing           Release Trap
genip_pp_gle_sustained          Sustained Trap
genip_pp_gli_one_shot           Trap
genip_pp_gli_standing           Release Trap
genip_pp_gli_sustained          Sustained Trap
genip_pp_hl_one_shot            Trap
genip_pp_hl_standing            Release Trap
genip_pp_hl_sustained           Sustained Trap
genip_pp_hte_one_shot           Trap
genip_pp_hte_standing           Release Trap
genip_pp_hte_sustained          Sustained Trap
genip_pp_hti_one_shot           Trap
genip_pp_hti_standing           Release Trap
genip_pp_hti_sustained          Sustained Trap
genip_pp_lte_one_shot           Trap
genip_pp_lte_standing           Release Trap
genip_pp_lte_sustained          Sustained Trap
genip_pp_lti_one_shot           Trap
genip_pp_lti_standing           Release Trap
genip_pp_lti_sustained          Sustained Trap
genip_quill_pen                 Quill Pen
genip_rubble                    Rubble
genip_sarcophagous              Sarcophagus
genip_spittoon                  Spittoon
genip_station_poisons           Order Poisons and Grenades
genip_station_potions           Order Potions
genip_station_runes             Order Runes
genip_store_sacks               Bodahn's Goods
genip_sword                     Sword
genip_table                     Table
genip_trap_arm_lever            Arming Switch
genip_trap_blade                Blade Trap
genip_trap_bolt                 Bolt Trap
genip_trap_door                 Trap Door
genip_trap_firecone             Fire Trap
genip_trap_fire_jet_long        Fire Jet
genip_trap_fire_jet_short       Fire Jet
genip_trap_gas                  Gas Trap
genip_trap_leghold              Leghold Trap
genip_trap_lever                Disarming Switch
genip_trap_spike                Spike Trap
genip_trap_vert_fire_jet        Vertical Fire Trap
genip_trap_web                  Entangling Web
genip_tray                      Tray
genip_treasure_pile             Treasure Pile
genip_vase                      Vase
genip_vial_of_blood             Vial of Blood
genip_wine_bottle               Bottle of Wine
gen_im_acc_amu_act1_01          Lifestone
gen_im_acc_amu_act1_02          Pewter Pendant of Wolves Howling at the Moon
gen_im_acc_amu_act1_03          The Liar's Charm
gen_im_acc_amu_act1_04          Meraas
gen_im_acc_amu_act1_05          Amulet of Serenity
gen_im_acc_amu_act1_06          Amulet of Influence
gen_im_acc_amu_act2_01          Polished Whitewood Amulet
gen_im_acc_amu_act2_02          Moonstone Amulet
gen_im_acc_amu_act2_03          Poisonwood Locket
gen_im_acc_amu_act2_04          Brass Nug Charm
gen_im_acc_amu_act2_05          Gaudy Amethyst Pendant
gen_im_acc_amu_act2_06          Magister's Lifestone
gen_im_acc_amu_act2_07          Split Bone Necklace
gen_im_acc_amu_act2_08          Fen'Harel's Tooth
gen_im_acc_amu_act3_01          White Scapular of the Defender
gen_im_acc_amu_act3_02          Dreamcatcher
gen_im_acc_amu_act3_03          Four-Fingered Eddie's Lucky Talisman
gen_im_acc_amu_act3_04          Warden's Oath
gen_im_acc_amu_act3_05          Rhinestone-Studded Symbol of Andraste
gen_im_acc_amu_act3_06          Filigreed Orlesian Pendant
gen_im_acc_amu_act3_07          The Sacred Heart
gen_im_acc_amu_act3_08          Van Markham's Heirloom
gen_im_acc_amu_act3_09          Chantry Amulet
gen_im_acc_amu_act3_10          Amulet of the Tempest
gen_im_acc_amu_lore_01          Urzara's Tooth
gen_im_acc_amu_lore_02          Tranquility
gen_im_acc_amu_lore_03          Gem of Keroshek
gen_im_acc_amu_lore_04          Talisman of Saarebas
gen_im_acc_blt_act1_01          Enchanted Silverite Chain Belt
gen_im_acc_blt_act1_02          Sailors' Rope Belt
gen_im_acc_blt_act1_03          Handlers' Whip
gen_im_acc_blt_act1_04          String of Pearls
gen_im_acc_blt_act1_05          Pirate Sash
gen_im_acc_blt_act1_06          Belt of the Brigand
gen_im_acc_blt_act1_07          Belt of the Chastened
gen_im_acc_blt_act2_01          Belt of Unknowing
gen_im_acc_blt_act2_02          Belt of the Primevals
gen_im_acc_blt_act2_03          Seneschals' Leather Strap
gen_im_acc_blt_act2_04          Dalish Embossed Belt
gen_im_acc_blt_act2_05          Cord of the Weyr-Beast
gen_im_acc_blt_act2_06          Sash of the Tirashan
gen_im_acc_blt_act2_07          Belt of Vigor
gen_im_acc_blt_act3_01          Andruil's Braid
gen_im_acc_blt_act3_02          Seven Deadly Cinch
gen_im_acc_blt_act3_03          Griffon-Feather Belt
gen_im_acc_blt_act3_04          Belt of Woven Elf Hair
gen_im_acc_blt_act3_05          Rock Band
gen_im_acc_blt_act3_06          Fereldan Circle Sash
gen_im_acc_blt_act3_07          The Hanged Man's Girdle
gen_im_acc_blt_act3_08          Belt of the Silent Sisters
gen_im_acc_blt_act3_09          Deepstalker's Belt
gen_im_acc_blt_act3_10          Sash of the Halla
gen_im_acc_blt_act3_11          Concealer's Sash
gen_im_acc_blt_lore_01          Templar Ceremonial Cummerbund
gen_im_acc_blt_lore_02          Karasten’s Belt
gen_im_acc_blt_lore_03          Girdle of the Elders
gen_im_acc_rng_act1_01          Ring of the Magister
gen_im_acc_rng_act1_02          Runed Silverite Ring
gen_im_acc_rng_act1_03          Gentleman's Puzzle Ring
gen_im_acc_rng_act1_04          Gallows Slave Finger-Cuffs
gen_im_acc_rng_act1_05          Guild Ring
gen_im_acc_rng_act1_06          Dirthamen's Secret
gen_im_acc_rng_act2_01          Rivaini Seer's Brand
gen_im_acc_rng_act2_02          Ring of Incandescence
gen_im_acc_rng_act2_03          Carved Ring of the Vhenadahl
gen_im_acc_rng_act2_04          The Seal of Kirkwall
gen_im_acc_rng_act2_05          Etched Ring of the Twins
gen_im_acc_rng_act2_06          Twice-Blessed Ring
gen_im_acc_rng_act2_07          Ring of the Seven Watchers
gen_im_acc_rng_act2_08          Ring of the Faithful
